brand,item_name,rating,comments,all_price ($),shipping_cost (+$) ,shipping from,sold_quantity (+),view_quantity,notice,image_url
Apple,Apple iPhone SE 2 (2020) 128GB Black (FACTORY UNLOCKED)! Grade B+!,27,Pre-Owned,139.99,28.36,from United States,9,50,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy S9+Plus SM-G965 - 64GB - (Unlocked),11,Excellent - Refurbished,124.99,28.08,from United States,29,4,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 7 Plus - 32GB - Factory Unlocked - Pre-Owned Good Condition,15,Pre-Owned,129.99,28.17,from United States,280,17,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy S20+ Plus 5G G986U - Unlocked - 128GB - Very Good - Cosmic Black,19,Very Good - Refurbished,219,29.87,from United States,"1,385",10,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Google,Google Pixel 5 - 128GB - GD1YQ - Black and Green - (Unlocked) - Very Good,90,Very Good - Refurbished,155,28.65,from United States,91,9,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy S8 Active SM-G892A or U - 64GB (GSM Unlocked) Gray Gold Blue,150,Pre-Owned,69.99 to 119.99,27.98,from United States,571,9,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy A22 5G 128GB 64GB 4G Dual Sim Unlocked UK Seller Black all colour,97,Brand New,206.27,45.99,from United Kingdom,14,100,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 12 Mini 64GB 128GB 256GB All Colors (Unlocked) - Excellent,33,Excellent - Refurbished,395.19,33.21,from United States,34,33,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 8 - 64GB - Gray (ATT) (Read Description) CB1027,2,Pre-Owned,10.5,25.9,from United States,30,59,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy A24 A245M 128GB 4GB RAM GSM Unlocked International Version New,4,Brand New,206.99,29.64,from United States,16,5,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy A71 5G SM-A716U1 - 128GB - Prism Cube Black (Factory Unlocked),24,Open Box,189.99,29.31,from United States,280,20,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
NEW,NEW LISTINGApple iPhone 8+ - 64GB - Red (Unlocked) (Read Description) CB1082,19,Parts Only,12.5,25.94,from United States,55,24,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
NEW,NEW LISTINGGoogle Pixel 6 GB7N6 - 128GB - Stormy Black (Unlocked) used.,137,Pre-Owned,85,39.77,from United States,15,4,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy S9+ Plus SM-G965U - 64GB - Blue Unlocked C Grade Heavy Burn,184,Pre-Owned,69.99,27.03,from United States,43,28,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy Note 9 SM-N960 128GB Black Silver Purple Unlocked,2,Pre-Owned,169,28.92,from United States,60,55,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy A02S (SM-A025V) 32GB Black Unlocked Android Smartphone -B,1,Pre-Owned,63.75,26.92,from United States,21,20,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Genuine,Genuine Battery For Samsung Galaxy S4 SIV GT-i9500 i9505 2600mAh (B600BE),13,Brand New,4.37,39.84,from United Kingdom,102,3,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Sony,Sony Xperia 10 II XQ-AU51 128GB Black Unlocked Single SIM Good Condition 196,8,Pre-Owned,137.71,37.55,from United Kingdom,174,5,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 13 128GB 256GB 512GB Unlocked All Colours Good Condition,23,Good - Refurbished,582.17,32.54,from United Kingdom,49,33,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Samsung,Samsung Galaxy Note 20 5G N981U (Unlocked) 128GB Smartphone,117,Pre-Owned,199.99,29.5,from United States,34,5,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Case,Case for Samsung Galaxy S22 ULTRA S23 S21 S20 A13 A53 360 CLEAR Shockproof Cover,49,Brand New,7.5,6.26,from United Kingdom,110,17,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
New,New Sealed LG V60 ThinQ 5G LM-V600AM V600TM V600VM 128GB Unlocked Smartphone,14,Brand New,228.99,1,from China,33,55,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Motorola,Motorola RAZR V3 Flip Mobile Phone Unlocked Camera Cellphone 2G GSM Bluetooth,16,Pre-Owned,34.09,Free,from China,10,67,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
NEW,NEW UNLOCKED SAMSUNG GALAXY S20 5G SM-G981U 128GB GRAY UNLOCKED GSM+CDMA,17,Brand New,275.88,30.95,from United States,211,18,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,"Apple iPhone SE (2nd Generation) LOCKED 64GB, White",760,Open Box,79.99,27.22,from United States,119,10,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Flip,Flip Leather Phone Case for Samsung S23 S22 ULTRA S21 S20 Magnetic Wallet Cover,47,Brand New,5.00 to 8.75,6.26,from United Kingdom,130,15,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Google,Google Pixel 5 - 128GB - GD1YQ - Black and Green - (Unlocked) - Good,1,Good - Refurbished,134.99,28.27,from United States,341,17,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple IPhone 1st Generation-8GB-Black Unlocked 2G A1203 (GSM) veryGOOD condition,21,Pre-Owned,99.99,Free,from China,132,29,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 12 - 64 for parts,2,Parts Only,220,29.88,from United States,14,36,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 5 GSM UNLOCKED - 16GB Good Condition Black,23,Pre-Owned,29.45,18.43,from United States,416,6,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
New,New Oth Samsung Galaxy XCover Pro Verizon 64GB SM-G715U Black Android Smartphone,30,Brand New,84.99,27.32,from United States,65,8,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Apple,Apple iPhone 7 Plus Smartphone 32GB CDMA & GSM Unlocked - Excellent,37,Pre-Owned,127.00 to 142.00,28.4,from United States,87,12,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Rooted,Rooted LG V40 ThinQ 64GB 6GB Memory Unlocked GSM Pokemon Go Ready READ,101,Pre-Owned,179.99,29.12,from United States,379,25,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
Google,Google Pixel 5 GD1YQ - 128GB - Verizon/AT&T Or Unlocked Smartphone - Excellent,19,Pre-Owned,144.99 to 154.99,28.65,from United States,29,8,None,https://i.ebayimg.com/thumbs/images/g/Aa4AAOSwm99ioL09/s-l300.webp
